Rank;Title;Artists;Date;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Valence;Points;Day in trending
56;All Of The Girls You Loved Before;Taylor Swift;09/04/2023;0.718;0.467;-9.660;0.040;0.707;0.000;0.396;145;71
19;AMG;Natanael Cano, Peso Pluma, Gabito Ballesteros;09/04/2023;0.772;0.730;-6.657.000;0.097;0.152;0.000;0.786;182;144
122;Angels Like You;Miley Cyrus;09/04/2023;0.672;0.642;-4.035.000;0.031;0.098;0.000;0.494;79;61
36;Another Love;Tom Odell;09/04/2023;0.442;0.538;-8.550;0.045;0.717;0.000;0.139;165;149
20;Anti-Hero;Taylor Swift;09/04/2023;0.637;0.643;-6.571.000;0.052;0.130;0.000;0.533;181;149
129;Apocalypse;Cigarettes After Sex;09/04/2023;0.369;0.467;-9.018.000;0.027;0.019;0.460;0.174;72;148
76;Arcángel: Bzrp Music Sessions, Vol. 54;Bizarrap, Arcángel;09/04/2023;0.716;0.780;-3.495.000;0.297;0.550;0.000;0.786;125;25
7;As It Was;Harry Styles;09/04/2023;0.520;0.731;-5.338.000;0.056;0.342;0.001;0.662;194;149
89;Bad Habit;Steve Lacy;09/04/2023;0.686;0.494;-7.093.000;0.036;0.613;0.000;0.700;112;149
57;Bebe Dame;Fuerza Regida, Grupo Frontera;09/04/2023;0.529;0.602;-4.629.000;0.046;0.299;0.000;0.756;144;149
124;Believer;Imagine Dragons;09/04/2023;0.776;0.780;-4.374.000;0.128;0.062;0.000;0.666;77;149
6;BESO;ROSALÍA, Rauw Alejandro;09/04/2023;0.768;0.644;-6.671.000;0.136;0.736;0.001;0.530;195;67
80;Blank Space;Taylor Swift;09/04/2023;0.760;0.703;-5.412.000;0.054;0.103;0.000;0.570;121;148
53;Blinding Lights;The Weeknd;09/04/2023;0.514;0.730;-5.934.000;0.060;0.001;0.000;0.334;148;149
137;Bombonzinho - Ao Vivo;Israel & Rodolffo, A Castela;09/04/2023;0.654;0.948;-3.672.000;0.055;0.300;0.000;0.706;64;79
51;Bones;Imagine Dragons;09/04/2023;0.772;0.750;-3.670;0.046;0.020;0.000;0.587;150;149
9;Boy's a liar Pt. 2;PinkPantheress, Ice Spice;09/04/2023;0.696;0.809;-8.254.000;0.050;0.252;0.000;0.857;192;139
194;CAIRO;KAROL G, Ovy On The Drums;09/04/2023;0.957;0.677;-3.979.000;0.292;0.483;0.000;0.469;7;105
151;Call Out My me;The Weeknd;09/04/2023;0.461;0.593;-4.954.000;0.036;0.170;0.000;0.175;50;119
197;Calm Down;Rema;09/04/2023;0.814;0.789;-6.290;0.041;0.365;0.001;0.842;4;77
15;Calm Down (with Selena Gomez);Rema, Selena Gomez;09/04/2023;0.801;0.806;-5.206.000;0.038;0.382;0.001;0.802;186;149
155;Can't Hold Us (feat. Ray Dalton);Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton;09/04/2023;0.633;0.927;-4.468.000;0.084;0.027;0.000;0.880;46;132
100;cardigan;Taylor Swift;09/04/2023;0.613;0.581;-8.588.000;0.042;0.537;0.000;0.551;101;79
64;ceilings;Lizzy McAlpine;09/04/2023;0.516;0.322;-11.762.000;0.029;0.473;0.002;0.261;137;105
44;Ch y la Pizza;Fuerza Regida, Natanael Cano;09/04/2023;0.628;0.668;-2.722.000;0.117;0.329;0.000;0.845;157;125
108;Chanel;Becky G, Peso Pluma;09/04/2023;0.852;0.675;-5.738.000;0.036;0.397;0.003;0.528;93;53
70;CHORRITO PA LAS ANIMAS;Feid;09/04/2023;0.743;0.831;-4.042.000;0.058;0.114;0.000;0.609;131;148
175;Christmas Kids;Roar;09/04/2023;0.425;0.754;-6.028.000;0.037;0.010;0.112;0.558;26;6
40;Classy 101;Feid, Young Miko;09/04/2023;0.859;0.658;-4.790;0.159;0.145;0.000;0.672;161;60
30;Coco Chanel;Eladio Carrion, Bad Bunny;09/04/2023;0.683;0.764;-5.995.000;0.044;0.043;0.000;0.137;171;74
92;Cold Heart - PNAU Remix;Elton John, Dua Lipa, PNAU;09/04/2023;0.795;0.800;-6.320;0.031;0.035;0.000;0.934;109;149
158;Counting Stars;OneRepublic;09/04/2023;0.664;0.705;-4.972.000;0.038;0.065;0.000;0.477;43;148
14;Creepin' (with The Weeknd & 21 Savage);Metro Boomin, The Weeknd, 21 Savage;09/04/2023;0.715;0.620;-6.005.000;0.048;0.417;0.000;0.172;187;149
102;Cruel Summer;Taylor Swift;09/04/2023;0.552;0.702;-5.707.000;0.157;0.117;0.000;0.564;99;73
146;CUFF IT;Beyoncé;09/04/2023;0.780;0.689;-5.668.000;0.141;0.037;0.000;0.642;55;145
160;Cupid;FIFTY FIFTY;09/04/2023;0.774;0.660;-8.200;0.033;0.662;0.000;0.961;41;47
8;Cupid - Twin Ver.;FIFTY FIFTY;09/04/2023;0.783;0.592;-8.332.000;0.033;0.435;0.000;0.726;193;78
58;Cupido;TINI;09/04/2023;0.913;0.584;-5.263.000;0.223;0.521;0.000;0.627;143;102
82;Dandelions;Ruth B.;09/04/2023;0.609;0.692;-2.958.000;0.026;0.016;0.000;0.454;119;149
182;Dark Red;Steve Lacy;09/04/2023;0.603;0.784;-4.023.000;0.062;0.446;0.000;0.769;19;101
113;DESPECHÁ;ROSALÍA;09/04/2023;0.914;0.622;-6.538.000;0.089;0.146;0.000;0.770;88;142
23;Die For You;The Weeknd;09/04/2023;0.586;0.525;-7.163.000;0.062;0.111;0.000;0.508;178;181
11;Die For You (with Ariana Grande) - Remix;The Weeknd, Ariana Grande;09/04/2023;0.575;0.500;-7.594.000;0.071;0.227;0.000;0.506;190;77
166;Dijeron Que No La Iba Lograr;Chino Pacas, Fuerza Regida;09/04/2023;0.703;0.791;-6.792.000;0.066;0.255;0.000;0.759;35;32
72;Ditto;NewJeans;09/04/2023;0.814;0.641;-5.957.000;0.111;0.027;0.000;0.183;129;145
192;Do I Wanna Know?;Arctic Monkeys;09/04/2023;0.548;0.532;-7.596.000;0.032;0.186;0.000;0.405;9;139
127;DOGTOOTH;Tyler, The Creator;09/04/2023;0.706;0.648;-6.348.000;0.324;0.505;0.000;0.802;74;24
119;Don't Blame Me;Taylor Swift;09/04/2023;0.615;0.534;-6.719.000;0.039;0.106;0.000;0.193;82;70
157;Easy On Me;Adele;09/04/2023;0.604;0.366;-7.519.000;0.028;0.578;0.000;0.130;44;148
103;Efecto;Bad Bunny;09/04/2023;0.801;0.475;-8.797.000;0.052;0.141;0.000;0.234;98;149
21;El Azul;Junior H, Peso Pluma;09/04/2023;0.558;0.648;-7.081.000;0.055;0.226;0.000;0.844;180;95
185;El Gavilán;Luis R Conriquez, Tony Aguirre, Peso Pluma;09/04/2023;0.724;0.684;-4.413.000;0.071;0.144;0.004;0.729;16;25
48;El Gordo Trae El Mando;Chino Pacas;09/04/2023;0.736;0.800;-5.380;0.053;0.179;0.000;0.961;153;107
79;El Merengue;Marshmello, Manuel Turizo;09/04/2023;0.775;0.677;-4.703.000;0.044;0.031;0.005;0.698;122;87
2;Ella Baila Sola;Eslabon Armado, Peso Pluma;09/04/2023;0.668;0.758;-5.176.000;0.033;0.483;0.000;0.834;199;74
135;En Paris;El Chachito, Junior H;09/04/2023;0.702;0.483;-7.990;0.052;0.366;0.000;0.769;66;66
131;Enchanted;Taylor Swift;09/04/2023;0.535;0.618;-3.913.000;0.027;0.072;0.000;0.228;70;72
43;Escapism.;RAYE, 070 Shake;09/04/2023;0.538;0.742;-5.355.000;0.114;0.138;0.000;0.250;158;149
170;Every Breath You Take;The Police;09/04/2023;0.820;0.452;-9.796.000;0.035;0.543;0.003;0.740;31;48
149;Everybody Wants To Rule The World;Tears For Fears;09/04/2023;0.645;0.795;-12.095.000;0.053;0.347;0.004;0.535;52;105
46;Eyes Closed;Ed Sheeran;09/04/2023;0.777;0.526;-6.221.000;0.065;0.302;0.000;0.389;155;67
152;Fast Car;Luke Combs;09/04/2023;0.712;0.603;-5.520;0.026;0.186;0.000;0.670;49;55
45;Feliz Cumpleaños Ferxxo;Feid;09/04/2023;0.865;0.573;-5.501.000;0.068;0.086;0.000;0.563;156;149
49;Fin de Semana;Oscar Maydon, Junior H;09/04/2023;0.699;0.541;-4.943.000;0.083;0.063;0.000;0.365;152;134
12;FLOWER;JISOO;09/04/2023;0.841;0.384;-7.684.000;0.035;0.024;0.000;0.597;189;60
1;Flowers;Miley Cyrus;09/04/2023;0.707;0.681;-4.325.000;0.067;0.063;0.000;0.646;200;137
188;Gangsta's Paradise;Coolio, L.V.;09/04/2023;0.647;0.514;-10.050;0.059;0.066;0.000;0.386;13;97
161;Gato de Noche;Ñengo Flow, Bad Bunny;09/04/2023;0.892;0.662;-3.894.000;0.162;0.169;0.000;0.607;40;126
112;Ghost;Justin Bieber;09/04/2023;0.601;0.741;-5.569.000;0.048;0.185;0.000;0.441;89;149
133;Glimpse of Us;Joji;09/04/2023;0.440;0.317;-9.258.000;0.053;0.891;0.000;0.268;68;145
34;golden hour;JVKE;09/04/2023;0.515;0.593;-4.801.000;0.032;0.653;0.162;0.153;167;149
154;HAPPY;NF;09/04/2023;0.732;0.855;-4.064.000;0.042;0.306;0.000;0.221;47;7
183;Heart To Heart;Mac DeMarco;09/04/2023;0.901;0.136;-16.127.000;0.102;0.667;0.354;0.643;18;78
74;Heat Waves;Glass Animals;09/04/2023;0.761;0.525;-6.900;0.094;0.440;0.000;0.531;127;149
27;Here With Me;d4vd;09/04/2023;0.574;0.469;-8.209.000;0.025;0.534;0.000;0.288;174;149
32;Hey Mor;Ozuna, Feid;09/04/2023;0.901;0.589;-6.713.000;0.289;0.003;0.000;0.399;169;149
41;I Ain't Worried;OneRepublic;09/04/2023;0.697;0.802;-6.412.000;0.046;0.099;0.000;0.822;160;149
138;I Know - PR1SVX Edit;Kanii, PR1ISVX;09/04/2023;0.674;0.759;-8.234.000;0.070;0.078;0.472;0.109;63;10
173;I Love You So;The Walters;09/04/2023;0.575;0.648;-4.891.000;0.036;0.583;0.000;0.466;28;106
33;I Wanna Be Yours;Arctic Monkeys;09/04/2023;0.464;0.417;-9.345.000;0.026;0.136;0.022;0.479;168;149
141;I Was Never There;The Weeknd, Gesaffelstein;09/04/2023;0.323;0.737;-4.008.000;0.034;0.142;0.000;0.155;60;140
25;I'm Good (Blue);David Guetta, Bebe Rexha;09/04/2023;0.561;0.965;-3.673.000;0.034;0.004;0.000;0.304;176;149
179;Jimmy Cooks (feat. 21 Savage);Drake, 21 Savage;09/04/2023;0.529;0.673;-4.711.000;0.175;0.000;0.000;0.366;22;145
75;Just Wan Rock;Lil Uzi Vert;09/04/2023;0.486;0.545;-7.924.000;0.034;0.065;0.005;0.039;126;120
3;Kill Bill;SZA;09/04/2023;0.644;0.735;-5.747.000;0.039;0.052;0.144;0.418;198;149
107;Komang;Raim Laode;09/04/2023;0.696;0.412;-8.547.000;0.027;0.415;0.000;0.349;94;83
29;La Bachata;Manuel Turizo;09/04/2023;0.835;0.679;-5.329.000;0.036;0.583;0.000;0.850;172;149
115;La Bebe;Yng Lvcas;09/04/2023;0.775;0.465;-8.365.000;0.365;0.609;0.000;0.707;86;74
5;La Bebe - Remix;Yng Lvcas, Peso Pluma;09/04/2023;0.812;0.479;-5.678.000;0.333;0.213;0.000;0.559;196;73
187;LA INOCENTE;Mora, Feid;09/04/2023;0.757;0.789;-3.460;0.058;0.307;0.000;0.464;14;118
50;La Jumpa;Arcángel, Bad Bunny;09/04/2023;0.887;0.234;-14.520;0.178;0.111;0.670;0.197;151;149
22;Last Night;Morgan Wallen;09/04/2023;0.492;0.675;-5.456.000;0.039;0.467;0.000;0.478;179;119
162;Late Night Talking;Harry Styles;09/04/2023;0.714;0.728;-4.595.000;0.047;0.298;0.000;0.901;39;121
86;Lavender Haze;Taylor Swift;09/04/2023;0.733;0.436;-10.489.000;0.080;0.258;0.001;0.098;115;149
90;Leão;Marília Mendonça;09/04/2023;0.743;0.865;-3.897.000;0.032;0.449;0.000;0.794;111;114
199;Left and Right (Feat. Jung Kook of BTS);Charlie Puth, Jung Kook, BTS;09/04/2023;0.881;0.592;-4.898.000;0.032;0.619;0.000;0.719;2;108
17;Like Crazy;Jimin;09/04/2023;0.629;0.733;-5.445.000;0.042;0.003;0.000;0.362;184;66
28;Like Crazy (English Version);Jimin;09/04/2023;0.623;0.755;-5.386.000;0.042;0.003;0.000;0.320;173;47
193;LOKERA;Rauw Alejandro, Lyanno, Brray;09/04/2023;0.836;0.826;-2.660;0.046;0.213;0.000;0.579;8;101
105;lovely (with Khalid);Billie Eilish, Khalid;09/04/2023;0.351;0.296;-10.109.000;0.033;0.934;0.000;0.120;96;149
168;Lovers Rock;TV Girl;09/04/2023;0.559;0.871;-5.338.000;0.040;0.000;0.005;0.572;33;65
99;Made You Look;Meghan Trainor;09/04/2023;0.838;0.525;-3.562.000;0.067;0.345;0.000;0.884;102;135
167;Malas Decisiones;Kenia OS;09/04/2023;0.812;0.791;-3.704.000;0.028;0.047;0.000;0.635;34;44
174;Marisola - Remix;Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile;09/04/2023;0.765;0.872;-5.863.000;0.050;0.173;0.000;0.722;27;99
55;Me Porto Bonito;Bad Bunny, Chencho Corleone;09/04/2023;0.911;0.712;-5.105.000;0.082;0.090;0.000;0.425;146;149
54;MERCHO;LiL CaKe, Migrantes, Nico Valdi;09/04/2023;0.838;0.790;-1.602.000;0.108;0.431;0.000;0.962;147;122
136;METAMORPHOSIS;INTERWORLD;09/04/2023;0.593;0.641;-12.727.000;0.099;0.426;0.901;0.147;65;148
176;Midnight Rain;Taylor Swift;09/04/2023;0.643;0.363;-11.738.000;0.077;0.690;0.000;0.230;25;83
78;MIENTRAS ME CURO DEL CORA;KAROL G;09/04/2023;0.523;0.477;-6.786.000;0.392;0.855;0.000;0.570;123;95
85;Miracle (with Ellie Goulding);Calvin Harris Ellie Goulding;09/04/2023;0.636;0.869;-5.289.000;0.041;0.038;0.045;0.306;116;81
37;Mockingbird;Eminem;09/04/2023;0.637;0.678;-3.798.000;0.266;0.209;0.000;0.254;164;149
121;Moonlight;Kali Uchis;09/04/2023;0.642;0.706;-6.872.000;0.052;0.518;0.000;0.896;80;78
177;Murder In My Mind;Kordhell;09/04/2023;0.712;0.972;-0.514;0.112;0.005;0.000;0.568;24;102
125;Never Felt So Alone;Labrinth;09/04/2023;0.436;0.409;-4.438.000;0.053;0.499;0.000;0.363;76;49
118;Night Changes;One Direction;09/04/2023;0.672;0.520;-7.747.000;0.035;0.859;0.000;0.370;83;149
123;No Role Modelz;J. Cole;09/04/2023;0.690;0.521;-8.492.000;0.339;0.324;0.000;0.494;78;149
147;No Se Va - En Vivo;Grupo Frontera;09/04/2023;0.594;0.527;-9.335.000;0.034;0.121;0.000;0.692;54;110
96;Nonsense;Sabrina Carpenter;09/04/2023;0.740;0.697;-4.912.000;0.034;0.027;0.000;0.732;105;138
81;Normal;Feid;09/04/2023;0.709;0.560;-4.867.000;0.171;0.034;0.000;0.541;120;147
69;Nosso Quadro;AgroPlay, A Castela;09/04/2023;0.691;0.708;-4.821.000;0.195;0.338;0.000;0.602;132;101
142;Oi Balde - Ao Vivo;Zé Neto & Cristiano;09/04/2023;0.670;0.668;-6.411.000;0.046;0.601;0.000;0.552;59;27
87;Ojitos Lindos;Bad Bunny, Bomba Estéreo;09/04/2023;0.647;0.686;-5.745.000;0.041;0.080;0.000;0.268;114;149
38;OMG;NewJeans;09/04/2023;0.804;0.771;-4.067.000;0.043;0.357;0.000;0.739;163;148
61;People;Libianca;09/04/2023;0.573;0.422;-7.621.000;0.068;0.551;0.000;0.693;140;139
26;People Pt.2 (feat. IU);Agust D, IU;09/04/2023;0.729;0.574;-4.779.000;0.059;0.391;0.000;0.438;175;27
94;Perfect;Ed Sheeran;09/04/2023;0.599;0.448;-6.312.000;0.023;0.163;0.000;0.168;107;149
195;PLAYA DEL INGLÉS;Quevedo, Myke Towers;09/04/2023;0.793;0.736;-3.254.000;0.047;0.082;0.000;0.656;6;97
47;Players;Coi Leray;09/04/2023;0.954;0.516;-5.817.000;0.160;0.030;0.000;0.624;154;131
60;Por las Noches;Peso Pluma;09/04/2023;0.807;0.595;-7.190;0.033;0.310;0.000;0.392;141;93
18;PRC;Peso Pluma, Natanael Cano;09/04/2023;0.784;0.826;-6.340;0.054;0.097;0.000;0.893;183;125
120;PROVENZA;KAROL G;09/04/2023;0.870;0.517;-7.918.000;0.048;0.576;0.006;0.540;81;149
97;PUNTO G;Quevedo;09/04/2023;0.751;0.761;-4.113.000;0.150;0.251;0.000;0.553;104;140
62;Que Vuelvas;Carin Leon, Grupo Frontera;09/04/2023;0.491;0.643;-4.309.000;0.044;0.187;0.000;0.779;139;149
42;Quevedo: Bzrp Music Sessions, Vol. 52;Bizarrap, Quevedo;09/04/2023;0.621;0.782;-5.548.000;0.044;0.013;0.033;0.550;159;149
39;Rara Vez;Taiu, Milo j;09/04/2023;0.838;0.708;-4.668.000;0.166;0.176;0.000;0.960;162;95
73;Reminder;The Weeknd;09/04/2023;0.706;0.505;-6.923.000;0.193;0.142;0.000;0.388;128;101
77;REMIX EXCLUSIVO;Feid;09/04/2023;0.651;0.557;-5.466.000;0.204;0.036;0.000;0.711;124;41
91;Rich Flex;Drake, 21 Savage;09/04/2023;0.561;0.520;-9.342.000;0.244;0.050;0.000;0.424;110;149
109;Riptide;Vance Joy;09/04/2023;0.484;0.731;-6.694.000;0.038;0.431;0.000;0.510;92;149
67;Romantic Homicide;d4vd;09/04/2023;0.571;0.544;-10.613.000;0.030;0.453;0.008;0.216;134;149
114;Save Your Tears;The Weeknd;09/04/2023;0.680;0.826;-5.487.000;0.031;0.021;0.000;0.644;87;149
171;Save Your Tears (Remix) (with Ariana Grande);The Weeknd, Ariana Grande;09/04/2023;0.650;0.825;-4.645.000;0.033;0.022;0.000;0.593;30;117
200;Say You Won't Let Go;James Arthur;09/04/2023;0.358;0.557;-7.398.000;0.059;0.695;0.000;0.494;1;104
10;Search & Rescue;Drake;09/04/2023;0.817;0.440;-8.482.000;0.073;0.060;0.000;0.544;191;53
134;Set Fire to the Rain;Adele;09/04/2023;0.603;0.670;-3.882.000;0.025;0.004;0.000;0.446;67;131
68;Set Me Free Pt.2;Jimin;09/04/2023;0.585;0.815;-4.165.000;0.057;0.115;0.000;0.564;133;55
16;Shakira: Bzrp Music Sessions, Vol. 53;Bizarrap, Shakira;09/04/2023;0.778;0.632;-5.600;0.049;0.274;0.000;0.498;185;138
150;Shape of You;Ed Sheeran;09/04/2023;0.825;0.652;-3.183.000;0.080;0.581;0.000;0.931;51;140
169;Shivers;Ed Sheeran;09/04/2023;0.788;0.859;-2.724.000;0.086;0.281;0.000;0.822;32;142
66;Shorty Party;Cartel De Santa, La Kelly;09/04/2023;0.928;0.468;-8.196.000;0.364;0.328;0.000;0.470;135;79
153;Shut Down;BLACKPINK;09/04/2023;0.818;0.690;-5.119.000;0.045;0.003;0.000;0.688;48;122
186;Shut up My Moms Calling;Hotel Ugly;09/04/2023;0.485;0.409;-10.711.000;0.101;0.325;0.000;0.376;15;132
165;Sial;Mahalini;09/04/2023;0.563;0.431;-6.784.000;0.039;0.890;0.000;0.196;36;67
83;SLUT ME OUT;NLE Choppa;09/04/2023;0.938;0.606;-6.396.000;0.419;0.117;0.000;0.706;118;48
52;Snooze;SZA;09/04/2023;0.559;0.551;-7.231.000;0.132;0.141;0.000;0.392;149;146
88;Someone You Loved;Lewis Capaldi;09/04/2023;0.501;0.405;-5.679.000;0.032;0.751;0.000;0.446;113;149
156;Something in the Orange;Zach Bryan;09/04/2023;0.369;0.192;-12.151.000;0.040;0.555;0.000;0.148;45;101
159;Somewhere Only We Know;Keane;09/04/2023;0.448;0.665;-4.203.000;0.026;0.060;0.000;0.304;42;122
172;SORRY NOT SORRY;Tyler, The Creator;09/04/2023;0.481;0.797;-4.094.000;0.201;0.404;0.000;0.495;29;16
98;SP;Rosa Linn;09/04/2023;0.565;0.636;-8.198.000;0.064;0.107;0.000;0.525;103;120
35;Starboy;The Weeknd, Daft Punk;09/04/2023;0.679;0.587;-7.015.000;0.276;0.141;0.000;0.486;166;149
144;Stargirl Interlude;The Weeknd, La Del Rey;09/04/2023;0.715;0.470;-12.638.000;0.077;0.353;0.092;0.426;57;139
59;STAY (with Justin Bieber);The Kid LAROI, Justin Bieber;09/04/2023;0.591;0.764;-5.484.000;0.048;0.038;0.000;0.478;142;149
126;Style;Taylor Swift;09/04/2023;0.588;0.791;-5.595.000;0.040;0.002;0.003;0.487;75;75
139;Summertime Sadness;Lana Del Rey;09/04/2023;0.568;0.646;-6.793.000;0.033;0.046;0.000;0.211;62;148
184;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone, Swae Lee;09/04/2023;0.755;0.522;-4.368.000;0.058;0.533;0.000;0.925;17;129
180;Sunroof;Nicky Youre, dazy;09/04/2023;0.768;0.714;-5.110;0.040;0.352;0.000;0.842;21;87
116;Superhero (Heroes & Villains) [with Future & Chris Brown];Metro Boomin, Future, Chris Brown;09/04/2023;0.526;0.606;-5.300;0.259;0.152;0.000;0.492;85;149
178;Superman;Eminem, Dina Rae;09/04/2023;0.802;0.755;-3.138.000;0.056;0.022;0.000;0.580;23;136
65;Sure Thing;Miguel;09/04/2023;0.684;0.607;-8.127.000;0.100;0.027;0.000;0.498;136;149
63;Sweater Weather;The Neighbourhood;09/04/2023;0.612;0.807;-2.810;0.034;0.050;0.018;0.398;138;149
196;Take on Me;a-ha;09/04/2023;0.573;0.902;-7.638.000;0.054;0.018;0.001;0.876;5;36
191;The Color Violet;Tory Lanez;09/04/2023;0.645;0.534;-10.800;0.048;0.157;0.000;0.463;10;141
148;The Real Slim Shady;Eminem;09/04/2023;0.949;0.661;-4.244.000;0.057;0.030;0.000;0.760;53;147
84;Those Eyes;New West;09/04/2023;0.593;0.352;-8.296.000;0.028;0.695;0.000;0.226;117;149
104;Tití Me Preguntó;Bad Bunny;09/04/2023;0.650;0.715;-5.198.000;0.253;0.099;0.000;0.187;97;149
4;TQG;KAROL G, Shakira;09/04/2023;0.720;0.630;-3.547.000;0.277;0.673;0.000;0.607;197;95
101;Trance (with Travis Scott & Young Thug);Metro Boomin, Travis Scott, Young Thug;09/04/2023;0.571;0.549;-7.380;0.404;0.180;0.000;0.447;100;86
189;Traumatizei - Ao Vivo Em Brasília;Henrique & Juliano;09/04/2023;0.483;0.910;-3.474.000;0.085;0.130;0.000;0.576;12;12
190;Un Finde | CROSSOVER #2;Big One, FMK, Ke Personajes;09/04/2023;0.499;0.519;-8.199.000;0.060;0.109;0.000;0.848;11;51
71;Under The Influence;Chris Brown;09/04/2023;0.733;0.690;-5.529.000;0.043;0.064;0.000;0.310;130;149
24;Unholy (feat. Kim Petras);Sam Smith, Kim Petras;09/04/2023;0.712;0.463;-7.399.000;0.080;0.011;0.000;0.206;177;149
145;Unstoppable;Sia;09/04/2023;0.468;0.779;-4.839.000;0.078;0.112;0.000;0.260;56;149
128;Until I Found You;Stephen Sanchez;09/04/2023;0.346;0.500;-6.097.000;0.039;0.757;0.000;0.191;73;147
31;Until I Found You (with Em Beihold) - Em Beihold Version;Stephen Sanchez, Em Beihold;09/04/2023;0.551;0.550;-5.339.000;0.029;0.777;0.000;0.342;170;149
130;Vacilão;Zé Felipe, Igow, Wesley Safadão;09/04/2023;0.879;0.886;-3.287.000;0.051;0.237;0.000;0.966;71;15
93;Viva La Vida;Coldplay;09/04/2023;0.486;0.617;-7.115.000;0.029;0.095;0.000;0.417;108;149
163;VOID;Melanie Martinez;09/04/2023;0.715;0.656;-7.257.000;0.042;0.178;0.038;0.415;38;14
111;Watch This - ArizonaTears Pluggnb Remix;Lil Uzi Vert, sped up nightcore, ArizonaTears;09/04/2023;0.686;0.897;-7.180;0.039;0.010;0.103;0.355;90;92
132;Watermelon Sugar;Harry Styles;09/04/2023;0.548;0.816;-4.209.000;0.047;0.122;0.000;0.557;69;149
164;We Found Love;Rihanna, Calvin Harris;09/04/2023;0.734;0.766;-4.485.000;0.038;0.025;0.001;0.600;37;106
143;When I Was Your Man;Bruno Mars;09/04/2023;0.601;0.271;-8.688.000;0.040;0.937;0.000;0.411;58;148
198;Why'd You Only Call Me When You're High?;Arctic Monkeys;09/04/2023;0.691;0.631;-6.478.000;0.037;0.048;0.000;0.800;3;120
117;Without Me;Eminem;09/04/2023;0.908;0.669;-2.827.000;0.074;0.003;0.000;0.662;84;149
95;X SI VOLVEMOS;KAROL G, Romeo Santos;09/04/2023;0.794;0.807;-3.447.000;0.326;0.334;0.000;0.575;106;113
13;Yandel 150;Yandel, Feid;09/04/2023;0.783;0.729;-3.549.000;0.069;0.049;0.000;0.580;188;146
106;Yellow;Coldplay;09/04/2023;0.429;0.661;-7.227.000;0.028;0.002;0.000;0.285;95;149
181;You Proof;Morgan Wallen;09/04/2023;0.732;0.839;-5.007.000;0.035;0.265;0.000;0.629;20;38
112;10:35;Tiësto, Tate McRae;08/04/2023;0.696;0.793;-5.733.000;0.097;0.068;0.000;0.698;89;120
119;505;Arctic Monkeys;08/04/2023;0.520;0.852;-5.866.000;0.054;0.002;0.000;0.234;82;149
67;All Of The Girls You Loved Before;Taylor Swift;08/04/2023;0.718;0.467;-9.660;0.040;0.707;0.000;0.396;134;71
22;AMG;Natanael Cano, Peso Pluma, Gabito Ballesteros;08/04/2023;0.772;0.730;-6.657.000;0.097;0.152;0.000;0.786;179;144
150;Angels Like You;Miley Cyrus;08/04/2023;0.672;0.642;-4.035.000;0.031;0.098;0.000;0.494;51;61
38;Another Love;Tom Odell;08/04/2023;0.442;0.538;-8.550;0.045;0.717;0.000;0.139;163;149
19;Anti-Hero;Taylor Swift;08/04/2023;0.637;0.643;-6.571.000;0.052;0.130;0.000;0.533;182;149
158;Apocalypse;Cigarettes After Sex;08/04/2023;0.369;0.467;-9.018.000;0.027;0.019;0.460;0.174;43;148
78;Arcángel: Bzrp Music Sessions, Vol. 54;Bizarrap, Arcángel;08/04/2023;0.716;0.780;-3.495.000;0.297;0.550;0.000;0.786;123;25
9;As It Was;Harry Styles;08/04/2023;0.520;0.731;-5.338.000;0.056;0.342;0.001;0.662;192;149
189;Baby Don't Hurt Me;David Guetta, Anne-Marie, Coi Leray;08/04/2023;0.602;0.910;-3.404.000;0.031;0.001;0.000;0.228;12;51
92;Bad Habit;Steve Lacy;08/04/2023;0.686;0.494;-7.093.000;0.036;0.613;0.000;0.700;109;149
62;Bebe Dame;Fuerza Regida, Grupo Frontera;08/04/2023;0.529;0.602;-4.629.000;0.046;0.299;0.000;0.756;139;149
116;Believer;Imagine Dragons;08/04/2023;0.776;0.780;-4.374.000;0.128;0.062;0.000;0.666;85;149
7;BESO;ROSALÍA, Rauw Alejandro;08/04/2023;0.768;0.644;-6.671.000;0.136;0.736;0.001;0.530;194;67
87;Blank Space;Taylor Swift;08/04/2023;0.760;0.703;-5.412.000;0.054;0.103;0.000;0.570;114;148
50;Blinding Lights;The Weeknd;08/04/2023;0.514;0.730;-5.934.000;0.060;0.001;0.000;0.334;151;149
130;Bombonzinho - Ao Vivo;Israel & Rodolffo, A Castela;08/04/2023;0.654;0.948;-3.672.000;0.055;0.300;0.000;0.706;71;79
48;Bones;Imagine Dragons;08/04/2023;0.772;0.750;-3.670;0.046;0.020;0.000;0.587;153;149
8;Boy's a liar Pt. 2;PinkPantheress, Ice Spice;08/04/2023;0.696;0.809;-8.254.000;0.050;0.252;0.000;0.857;193;139
180;CAIRO;KAROL G, Ovy On The Drums;08/04/2023;0.957;0.677;-3.979.000;0.292;0.483;0.000;0.469;21;105
161;Call Out My me;The Weeknd;08/04/2023;0.461;0.593;-4.954.000;0.036;0.170;0.000;0.175;40;119
